province,model_slug,popularity
吉林,hafeixiaobawang,B
黑龙江,hafeixiaobawang,B
江苏,hafeixiaobawang,B
浙江,hafeixiaobawang,B
安徽,hafeixiaobawang,C
福建,hafeixiaobawang,C
江西,hafeixiaobawang,B
山东,hafeixiaobawang,B
河南,hafeixiaobawang,C
湖北,hafeixiaobawang,B
湖南,hafeixiaobawang,B
广东,hafeixiaobawang,C
广西,hafeixiaobawang,C
海南,hafeixiaobawang,B
四川,hafeixiaobawang,C
贵州,hafeixiaobawang,C
云南,hafeixiaobawang,C
西藏,hafeixiaobawang,C
陕西,hafeixiaobawang,C
甘肃,hafeixiaobawang,B
宁夏,hafeixiaobawang,C
青海,hafeixiaobawang,C
新疆,hafeixiaobawang,C
香港,hafeixiaobawang,C
澳门,hafeixiaobawang,C
台湾,hafeixiaobawang,C
北京,xinmingshi,C
上海,xinmingshi,C
天津,xinmingshi,C
重庆,xinmingshi,C
河北,xinmingshi,C
山西,xinmingshi,C
内蒙古,xinmingshi,C
辽宁,xinmingshi,C
吉林,xinmingshi,C
黑龙江,xinmingshi,C
江苏,xinmingshi,C
浙江,xinmingshi,C
安徽,xinmingshi,C
福建,xinmingshi,C
江西,xinmingshi,C
山东,xinmingshi,C
河南,xinmingshi,C
湖北,xinmingshi,C
湖南,xinmingshi,C
广东,xinmingshi,C
广西,xinmingshi,C
海南,xinmingshi,C
四川,xinmingshi,C
贵州,xinmingshi,C
云南,xinmingshi,C
西藏,xinmingshi,C
陕西,xinmingshi,C
甘肃,xinmingshi,C
宁夏,xinmingshi,C
青海,xinmingshi,C
新疆,xinmingshi,C
香港,xinmingshi,C
澳门,xinmingshi,C
台湾,xinmingshi,C
北京,qishengf1,C
上海,qishengf1,C
天津,qishengf1,B
重庆,qishengf1,B
河北,qishengf1,B
山西,qishengf1,B
内蒙古,qishengf1,B
辽宁,qishengf1,B
吉林,qishengf1,B
黑龙江,qishengf1,B
江苏,qishengf1,B
浙江,qishengf1,B
安徽,qishengf1,B
福建,qishengf1,B
江西,qishengf1,B
山东,qishengf1,B
河南,qishengf1,B
湖北,qishengf1,B
湖南,qishengf1,B
广东,qishengf1,B
广西,qishengf1,B
海南,qishengf1,B
四川,qishengf1,B
贵州,qishengf1,B
云南,qishengf1,B
西藏,qishengf1,B
陕西,qishengf1,B
甘肃,qishengf1,B
宁夏,qishengf1,B
青海,qishengf1,B
新疆,qishengf1,B
香港,qishengf1,C
澳门,qishengf1,C
台湾,qishengf1,C
北京,meiri,B
上海,meiri,B
天津,meiri,B
重庆,meiri,B
河北,meiri,B
山西,meiri,B
内蒙古,meiri,B
辽宁,meiri,B
吉林,meiri,B
黑龙江,meiri,B
江苏,meiri,B
浙江,meiri,B
安徽,meiri,B
福建,meiri,B
江西,meiri,B
山东,meiri,B
河南,meiri,B
湖北,meiri,B
湖南,meiri,B
广东,meiri,B
广西,meiri,B
海南,meiri,B
四川,meiri,B
贵州,meiri,B
云南,meiri,B
西藏,meiri,C
陕西,meiri,B
甘肃,meiri,B
宁夏,meiri,B
青海,meiri,B
新疆,meiri,B
香港,meiri,C
澳门,meiri,C
台湾,meiri,C
北京,jiebaoxtype,C
上海,jiebaoxtype,C
天津,jiebaoxtype,C
重庆,jiebaoxtype,C
河北,jiebaoxtype,C
山西,jiebaoxtype,C
内蒙古,jiebaoxtype,C
辽宁,jiebaoxtype,C
吉林,jiebaoxtype,C
黑龙江,jiebaoxtype,C
江苏,jiebaoxtype,C
浙江,jiebaoxtype,C
安徽,jiebaoxtype,C
福建,jiebaoxtype,C
江西,jiebaoxtype,C
山东,jiebaoxtype,C
河南,jiebaoxtype,C
湖北,jiebaoxtype,C
湖南,jiebaoxtype,C
广东,jiebaoxtype,C
广西,jiebaoxtype,C
海南,jiebaoxtype,C
四川,jiebaoxtype,C
贵州,jiebaoxtype,C
云南,jiebaoxtype,C
西藏,jiebaoxtype,C
陕西,jiebaoxtype,C
甘肃,jiebaoxtype,C
宁夏,jiebaoxtype,C
青海,jiebaoxtype,C
新疆,jiebaoxtype,C
香港,jiebaoxtype,C
澳门,jiebaoxtype,C
台湾,jiebaoxtype,C
北京,jiaokaixuan,C
上海,jiaokaixuan,C
天津,jiaokaixuan,C
重庆,jiaokaixuan,C
河北,jiaokaixuan,C
山西,jiaokaixuan,C
内蒙古,jiaokaixuan,C
辽宁,jiaokaixuan,C
吉林,jiaokaixuan,C
黑龙江,jiaokaixuan,C
江苏,jiaokaixuan,C
浙江,jiaokaixuan,C
安徽,jiaokaixuan,C
福建,jiaokaixuan,C
江西,jiaokaixuan,C
山东,jiaokaixuan,C
河南,jiaokaixuan,C
湖北,jiaokaixuan,C
湖南,jiaokaixuan,C
广东,jiaokaixuan,C
广西,jiaokaixuan,C
海南,jiaokaixuan,C
四川,jiaokaixuan,C
贵州,jiaokaixuan,C
云南,jiaokaixuan,C
西藏,jiaokaixuan,C
陕西,jiaokaixuan,C
甘肃,jiaokaixuan,C
宁夏,jiaokaixuan,C
青海,jiaokaixuan,C
新疆,jiaokaixuan,C
香港,jiaokaixuan,C
澳门,jiaokaixuan,C
台湾,jiaokaixuan,C
北京,kaidilakectsjinkou,B
上海,kaidilakectsjinkou,B
天津,kaidilakectsjinkou,B
重庆,kaidilakectsjinkou,B
河北,kaidilakectsjinkou,B
山西,kaidilakectsjinkou,C
内蒙古,kaidilakectsjinkou,B
辽宁,kaidilakectsjinkou,B
吉林,kaidilakectsjinkou,C
黑龙江,kaidilakectsjinkou,C
江苏,kaidilakectsjinkou,B
浙江,kaidilakectsjinkou,B
安徽,kaidilakectsjinkou,B
福建,kaidilakectsjinkou,B
江西,kaidilakectsjinkou,B
山东,kaidilakectsjinkou,B
河南,kaidilakectsjinkou,B
湖北,kaidilakectsjinkou,B
湖南,kaidilakectsjinkou,B
广东,kaidilakectsjinkou,B
广西,kaidilakectsjinkou,B
海南,kaidilakectsjinkou,B
四川,kaidilakectsjinkou,B
贵州,kaidilakectsjinkou,B
云南,kaidilakectsjinkou,B
西藏,kaidilakectsjinkou,C
陕西,kaidilakectsjinkou,B
甘肃,kaidilakectsjinkou,B
宁夏,kaidilakectsjinkou,B
青海,kaidilakectsjinkou,C
新疆,kaidilakectsjinkou,B
香港,kaidilakectsjinkou,C
澳门,kaidilakectsjinkou,C
台湾,kaidilakectsjinkou,C
北京,disidaifaxian,B
上海,disidaifaxian,B
天津,disidaifaxian,B
重庆,disidaifaxian,B
河北,disidaifaxian,B
山西,disidaifaxian,B
内蒙古,disidaifaxian,B
辽宁,disidaifaxian,B
吉林,disidaifaxian,B
黑龙江,disidaifaxian,B
江苏,disidaifaxian,B
浙江,disidaifaxian,B
安徽,disidaifaxian,B
福建,disidaifaxian,B
江西,disidaifaxian,B
山东,disidaifaxian,B
河南,disidaifaxian,B
湖北,disidaifaxian,B
湖南,disidaifaxian,B
广东,disidaifaxian,B
广西,disidaifaxian,B
海南,disidaifaxian,B
四川,disidaifaxian,B
贵州,disidaifaxian,B
云南,disidaifaxian,B
西藏,disidaifaxian,A
陕西,disidaifaxian,B
甘肃,disidaifaxian,B
宁夏,disidaifaxian,B
青海,disidaifaxian,B
新疆,disidaifaxian,A
香港,disidaifaxian,C
澳门,disidaifaxian,C
台湾,disidaifaxian,C
北京,faxian3,B
上海,faxian3,B
天津,faxian3,B
重庆,faxian3,B
河北,faxian3,B
山西,faxian3,B
内蒙古,faxian3,B
辽宁,faxian3,B
吉林,faxian3,B
黑龙江,faxian3,B
江苏,faxian3,B
浙江,faxian3,B
安徽,faxian3,C
福建,faxian3,B
江西,faxian3,B
山东,faxian3,B
河南,faxian3,B
湖北,faxian3,B
湖南,faxian3,B
广东,faxian3,B
广西,faxian3,B
海南,faxian3,C
四川,faxian3,B
贵州,faxian3,B
云南,faxian3,B
西藏,faxian3,C
陕西,faxian3,B
甘肃,faxian3,B
宁夏,faxian3,B
青海,faxian3,C
新疆,faxian3,B
香港,faxian3,C
澳门,faxian3,C
台湾,faxian3,C
北京,shenxingzhe2,A
上海,shenxingzhe2,B
天津,shenxingzhe2,B
重庆,shenxingzhe2,A
河北,shenxingzhe2,B
山西,shenxingzhe2,B
内蒙古,shenxingzhe2,B
辽宁,shenxingzhe2,B
吉林,shenxingzhe2,B
黑龙江,shenxingzhe2,B
江苏,shenxingzhe2,B
浙江,shenxingzhe2,A
安徽,shenxingzhe2,B
福建,shenxingzhe2,B
江西,shenxingzhe2,B
山东,shenxingzhe2,B
河南,shenxingzhe2,B
湖北,shenxingzhe2,B
湖南,shenxingzhe2,B
广东,shenxingzhe2,B
广西,shenxingzhe2,B
海南,shenxingzhe2,B
四川,shenxingzhe2,B
贵州,shenxingzhe2,A
云南,shenxingzhe2,B
西藏,shenxingzhe2,A
陕西,shenxingzhe2,A
甘肃,shenxingzhe2,B
宁夏,shenxingzhe2,B
青海,shenxingzhe2,B
新疆,shenxingzhe2,B
香港,shenxingzhe2,A
澳门,shenxingzhe2,C
台湾,shenxingzhe2,C
北京,mazida8jinkou,C
上海,mazida8jinkou,C
天津,mazida8jinkou,C
重庆,mazida8jinkou,C
河北,mazida8jinkou,C
山西,mazida8jinkou,C
内蒙古,mazida8jinkou,C
辽宁,mazida8jinkou,C
吉林,mazida8jinkou,C
黑龙江,mazida8jinkou,C
江苏,mazida8jinkou,C
浙江,mazida8jinkou,C
安徽,mazida8jinkou,C
福建,mazida8jinkou,C
江西,mazida8jinkou,C
山东,mazida8jinkou,C
河南,mazida8jinkou,C
湖北,mazida8jinkou,C
湖南,mazida8jinkou,C
广东,mazida8jinkou,C
广西,mazida8jinkou,C
海南,mazida8jinkou,C
四川,mazida8jinkou,C
贵州,mazida8jinkou,C
云南,mazida8jinkou,C
西藏,mazida8jinkou,C
陕西,mazida8jinkou,C
甘肃,mazida8jinkou,C
宁夏,mazida8jinkou,C
青海,mazida8jinkou,C
新疆,mazida8jinkou,C
香港,mazida8jinkou,C
澳门,mazida8jinkou,C
台湾,mazida8jinkou,C
北京,mazida3jinkou,B
上海,mazida3jinkou,B
天津,mazida3jinkou,B
重庆,mazida3jinkou,B
河北,mazida3jinkou,B
山西,mazida3jinkou,B
内蒙古,mazida3jinkou,B
辽宁,mazida3jinkou,B
吉林,mazida3jinkou,B
黑龙江,mazida3jinkou,B
江苏,mazida3jinkou,B
浙江,mazida3jinkou,B
安徽,mazida3jinkou,B
福建,mazida3jinkou,B
江西,mazida3jinkou,B
山东,mazida3jinkou,B
河南,mazida3jinkou,B
湖北,mazida3jinkou,B
湖南,mazida3jinkou,B
广东,mazida3jinkou,B
广西,mazida3jinkou,B
海南,mazida3jinkou,B
四川,mazida3jinkou,B
贵州,mazida3jinkou,C
云南,mazida3jinkou,B
西藏,mazida3jinkou,C
陕西,mazida3jinkou,B
甘肃,mazida3jinkou,C
宁夏,mazida3jinkou,C
青海,mazida3jinkou,C
新疆,mazida3jinkou,B
香港,mazida3jinkou,C
澳门,mazida3jinkou,C
台湾,mazida3jinkou,C
北京,fengyun2,B
上海,fengyun2,B
天津,fengyun2,A
重庆,fengyun2,A
河北,fengyun2,A
山西,fengyun2,A
内蒙古,fengyun2,B
辽宁,fengyun2,B
吉林,fengyun2,A
黑龙江,fengyun2,B
江苏,fengyun2,B
浙江,fengyun2,B
安徽,fengyun2,A
福建,fengyun2,A
江西,fengyun2,A
山东,fengyun2,A
河南,fengyun2,A
湖北,fengyun2,B
湖南,fengyun2,A
广东,fengyun2,B
广西,fengyun2,A
海南,fengyun2,B
四川,fengyun2,A
贵州,fengyun2,A
云南,fengyun2,A
西藏,fengyun2,A
陕西,fengyun2,B
甘肃,fengyun2,A
宁夏,fengyun2,B
青海,fengyun2,A
新疆,fengyun2,B
香港,fengyun2,C
澳门,fengyun2,C
台湾,fengyun2,C
北京,qiyun1,B
上海,qiyun1,B
天津,qiyun1,B
重庆,qiyun1,B
河北,qiyun1,B
山西,qiyun1,B
内蒙古,qiyun1,B
辽宁,qiyun1,B
吉林,qiyun1,B
黑龙江,qiyun1,B
江苏,qiyun1,B
浙江,qiyun1,B
安徽,qiyun1,B
福建,qiyun1,B
江西,qiyun1,B
山东,qiyun1,B
河南,qiyun1,B
湖北,qiyun1,B
湖南,qiyun1,B
广东,qiyun1,B
广西,qiyun1,B
海南,qiyun1,B
四川,qiyun1,B
贵州,qiyun1,B
云南,qiyun1,B
西藏,qiyun1,A
陕西,qiyun1,B
甘肃,qiyun1,B
宁夏,qiyun1,B
青海,qiyun1,B
新疆,qiyun1,B
香港,qiyun1,C
澳门,qiyun1,C
台湾,qiyun1,C
北京,qiyun2,B
上海,qiyun2,B
天津,qiyun2,B
重庆,qiyun2,B
河北,qiyun2,A
山西,qiyun2,A
内蒙古,qiyun2,B
辽宁,qiyun2,A
吉林,qiyun2,A
黑龙江,qiyun2,A
江苏,qiyun2,B
浙江,qiyun2,B
安徽,qiyun2,A
福建,qiyun2,B
江西,qiyun2,B
山东,qiyun2,A
河南,qiyun2,B
湖北,qiyun2,B
湖南,qiyun2,A
广东,qiyun2,B
广西,qiyun2,B
海南,qiyun2,B
四川,qiyun2,B
贵州,qiyun2,B
云南,qiyun2,B
西藏,qiyun2,B
陕西,qiyun2,B
甘肃,qiyun2,A
宁夏,qiyun2,B
青海,qiyun2,B
新疆,qiyun2,B
香港,qiyun2,C
澳门,qiyun2,C
台湾,qiyun2,C
北京,qiyun3,B
上海,qiyun3,B
天津,qiyun3,B
重庆,qiyun3,B
河北,qiyun3,B
山西,qiyun3,B
内蒙古,qiyun3,B
辽宁,qiyun3,B
吉林,qiyun3,B
黑龙江,qiyun3,B
江苏,qiyun3,B
浙江,qiyun3,B
安徽,qiyun3,A
福建,qiyun3,B
江西,qiyun3,B
山东,qiyun3,B
河南,qiyun3,B
湖北,qiyun3,B
湖南,qiyun3,B
广东,qiyun3,B
广西,qiyun3,B
海南,qiyun3,C
四川,qiyun3,B
贵州,qiyun3,B
云南,qiyun3,B
西藏,qiyun3,C
陕西,qiyun3,B
甘肃,qiyun3,B
宁夏,qiyun3,B
青海,qiyun3,B
新疆,qiyun3,B
香港,qiyun3,C
澳门,qiyun3,C
台湾,qiyun3,C
北京,zuoruihaiwai,C
上海,zuoruihaiwai,C
天津,zuoruihaiwai,C
重庆,zuoruihaiwai,C
河北,zuoruihaiwai,C
山西,zuoruihaiwai,C
内蒙古,zuoruihaiwai,C
辽宁,zuoruihaiwai,C
吉林,zuoruihaiwai,C
黑龙江,zuoruihaiwai,C
江苏,zuoruihaiwai,C
浙江,zuoruihaiwai,C
安徽,zuoruihaiwai,C
福建,zuoruihaiwai,C
江西,zuoruihaiwai,C
山东,zuoruihaiwai,C
河南,zuoruihaiwai,C
湖北,zuoruihaiwai,C
湖南,zuoruihaiwai,C
广东,zuoruihaiwai,C
广西,zuoruihaiwai,C
海南,zuoruihaiwai,C
四川,zuoruihaiwai,C
贵州,zuoruihaiwai,C
云南,zuoruihaiwai,C
西藏,zuoruihaiwai,C
陕西,zuoruihaiwai,C
甘肃,zuoruihaiwai,C
宁夏,zuoruihaiwai,C
青海,zuoruihaiwai,C
新疆,zuoruihaiwai,C
香港,zuoruihaiwai,C
澳门,zuoruihaiwai,C
台湾,zuoruihaiwai,C
北京,asxjinzuojinkou,B
上海,asxjinzuojinkou,B
天津,asxjinzuojinkou,B
重庆,asxjinzuojinkou,B
河北,asxjinzuojinkou,C
山西,asxjinzuojinkou,B
内蒙古,asxjinzuojinkou,C
辽宁,asxjinzuojinkou,B
吉林,asxjinzuojinkou,C
黑龙江,asxjinzuojinkou,B
江苏,asxjinzuojinkou,B
浙江,asxjinzuojinkou,B
安徽,asxjinzuojinkou,B
福建,asxjinzuojinkou,B
江西,asxjinzuojinkou,B
山东,asxjinzuojinkou,B
河南,asxjinzuojinkou,B
湖北,asxjinzuojinkou,C
湖南,asxjinzuojinkou,B
广东,asxjinzuojinkou,B
广西,asxjinzuojinkou,B
海南,asxjinzuojinkou,B
四川,asxjinzuojinkou,C
贵州,asxjinzuojinkou,C
云南,asxjinzuojinkou,B
西藏,asxjinzuojinkou,C
陕西,asxjinzuojinkou,B
甘肃,asxjinzuojinkou,B
宁夏,asxjinzuojinkou,C
青海,asxjinzuojinkou,C
新疆,asxjinzuojinkou,B
香港,asxjinzuojinkou,C
澳门,asxjinzuojinkou,C
台湾,asxjinzuojinkou,C
北京,lancer,C
上海,lancer,C
天津,lancer,C
重庆,lancer,C
河北,lancer,C
山西,lancer,C
内蒙古,lancer,C
辽宁,lancer,C
吉林,lancer,C
黑龙江,lancer,C
江苏,lancer,C
浙江,lancer,C
安徽,lancer,C
福建,lancer,C
江西,lancer,C
山东,lancer,C
河南,lancer,C
湖北,lancer,C
湖南,lancer,C
广东,lancer,C
广西,lancer,C
海南,lancer,C
四川,lancer,C
贵州,lancer,C
云南,lancer,C
西藏,lancer,C
陕西,lancer,C
甘肃,lancer,C
宁夏,lancer,C
青海,lancer,C
新疆,lancer,C
香港,lancer,C
澳门,lancer,C
台湾,lancer,C
北京,oulandejinkou,B
上海,oulandejinkou,B
天津,oulandejinkou,B
重庆,oulandejinkou,B
河北,oulandejinkou,B
山西,oulandejinkou,B
内蒙古,oulandejinkou,B
辽宁,oulandejinkou,B
吉林,oulandejinkou,B
黑龙江,oulandejinkou,B
江苏,oulandejinkou,B
浙江,oulandejinkou,B
安徽,oulandejinkou,B
福建,oulandejinkou,B
江西,oulandejinkou,B
山东,oulandejinkou,B
河南,oulandejinkou,B
湖北,oulandejinkou,B
湖南,oulandejinkou,B
广东,oulandejinkou,B
广西,oulandejinkou,B
海南,oulandejinkou,C
四川,oulandejinkou,B
贵州,oulandejinkou,B
云南,oulandejinkou,B
西藏,oulandejinkou,B
陕西,oulandejinkou,B
甘肃,oulandejinkou,B
宁夏,oulandejinkou,B
青海,oulandejinkou,B
新疆,oulandejinkou,B
香港,oulandejinkou,C
澳门,oulandejinkou,C
台湾,oulandejinkou,C
北京,pajieluojinchang,C
上海,pajieluojinchang,C
天津,pajieluojinchang,C
重庆,pajieluojinchang,C
河北,pajieluojinchang,C
山西,pajieluojinchang,C
内蒙古,pajieluojinchang,C
辽宁,pajieluojinchang,C
吉林,pajieluojinchang,C
黑龙江,pajieluojinchang,C
江苏,pajieluojinchang,C
浙江,pajieluojinchang,C
安徽,pajieluojinchang,C
福建,pajieluojinchang,C
江西,pajieluojinchang,C
山东,pajieluojinchang,C
河南,pajieluojinchang,C
湖北,pajieluojinchang,C
湖南,pajieluojinchang,C
广东,pajieluojinchang,C
广西,pajieluojinchang,C
海南,pajieluojinchang,C
四川,pajieluojinchang,B
贵州,pajieluojinchang,B
云南,pajieluojinchang,C
西藏,pajieluojinchang,C
陕西,pajieluojinchang,C
甘肃,pajieluojinchang,C
宁夏,pajieluojinchang,C
青海,pajieluojinchang,C
新疆,pajieluojinchang,C
香港,pajieluojinchang,C
澳门,pajieluojinchang,C
台湾,pajieluojinchang,C
北京,suonataba,B
上海,suonataba,B
天津,suonataba,B
重庆,suonataba,B
河北,suonataba,B
山西,suonataba,B
内蒙古,suonataba,B
辽宁,suonataba,B
吉林,suonataba,B
黑龙江,suonataba,B
江苏,suonataba,B
浙江,suonataba,B
安徽,suonataba,B
福建,suonataba,A
江西,suonataba,B
山东,suonataba,B
河南,suonataba,A
湖北,suonataba,B
湖南,suonataba,B
广东,suonataba,B
广西,suonataba,B
海南,suonataba,B
四川,suonataba,B
贵州,suonataba,B
云南,suonataba,B
西藏,suonataba,C
陕西,suonataba,B
甘肃,suonataba,B
宁夏,suonataba,B
青海,suonataba,B
新疆,suonataba,B
香港,suonataba,C
澳门,suonataba,C
台湾,suonataba,C
北京,tushengjinkou,B
上海,tushengjinkou,C
天津,tushengjinkou,C
重庆,tushengjinkou,C
河北,tushengjinkou,C
山西,tushengjinkou,C
内蒙古,tushengjinkou,C
辽宁,tushengjinkou,B
吉林,tushengjinkou,C
黑龙江,tushengjinkou,C
江苏,tushengjinkou,C
浙江,tushengjinkou,C
安徽,tushengjinkou,C
福建,tushengjinkou,B
江西,tushengjinkou,C
山东,tushengjinkou,C
河南,tushengjinkou,C
湖北,tushengjinkou,C
湖南,tushengjinkou,B
广东,tushengjinkou,C
广西,tushengjinkou,C
海南,tushengjinkou,C
四川,tushengjinkou,C
贵州,tushengjinkou,C
云南,tushengjinkou,B
西藏,tushengjinkou,C
陕西,tushengjinkou,C
甘肃,tushengjinkou,C
宁夏,tushengjinkou,C
青海,tushengjinkou,C
新疆,tushengjinkou,C
香港,tushengjinkou,C
澳门,tushengjinkou,C
台湾,tushengjinkou,C
北京,xinshengdajinkou,A
上海,xinshengdajinkou,B
天津,xinshengdajinkou,B
重庆,xinshengdajinkou,B
河北,xinshengdajinkou,B
山西,xinshengdajinkou,A
内蒙古,xinshengdajinkou,A
辽宁,xinshengdajinkou,A
吉林,xinshengdajinkou,B
黑龙江,xinshengdajinkou,B
江苏,xinshengdajinkou,B
浙江,xinshengdajinkou,B
安徽,xinshengdajinkou,B
福建,xinshengdajinkou,B
江西,xinshengdajinkou,B
山东,xinshengdajinkou,B
河南,xinshengdajinkou,B
湖北,xinshengdajinkou,B
湖南,xinshengdajinkou,B
广东,xinshengdajinkou,B
广西,xinshengdajinkou,B
海南,xinshengdajinkou,B
四川,xinshengdajinkou,B
贵州,xinshengdajinkou,B
云南,xinshengdajinkou,B
西藏,xinshengdajinkou,A
陕西,xinshengdajinkou,B
甘肃,xinshengdajinkou,B
宁夏,xinshengdajinkou,A
青海,xinshengdajinkou,B
新疆,xinshengdajinkou,A
香港,xinshengdajinkou,C
澳门,xinshengdajinkou,C
台湾,xinshengdajinkou,C
北京,lecheng,B
上海,lecheng,B
天津,lecheng,B
重庆,lecheng,B
河北,lecheng,B
山西,lecheng,B
内蒙古,lecheng,B
辽宁,lecheng,B
吉林,lecheng,B
黑龙江,lecheng,B
江苏,lecheng,A
浙江,lecheng,B
安徽,lecheng,B
福建,lecheng,B
江西,lecheng,B
山东,lecheng,A
河南,lecheng,B
湖北,lecheng,B
湖南,lecheng,B
广东,lecheng,B
广西,lecheng,A
海南,lecheng,B
四川,lecheng,A
贵州,lecheng,B
云南,lecheng,A
西藏,lecheng,C
陕西,lecheng,B
甘肃,lecheng,B
宁夏,lecheng,B
青海,lecheng,B
新疆,lecheng,B
香港,lecheng,C
澳门,lecheng,C
台湾,lecheng,C
北京,kepaqijinkou,B
上海,kepaqijinkou,B
天津,kepaqijinkou,B
重庆,kepaqijinkou,B
河北,kepaqijinkou,B
山西,kepaqijinkou,B
内蒙古,kepaqijinkou,B
辽宁,kepaqijinkou,B
吉林,kepaqijinkou,B
黑龙江,kepaqijinkou,B
江苏,kepaqijinkou,B
浙江,kepaqijinkou,B
安徽,kepaqijinkou,B
福建,kepaqijinkou,B
江西,kepaqijinkou,B
山东,kepaqijinkou,B
河南,kepaqijinkou,B
湖北,kepaqijinkou,B
湖南,kepaqijinkou,B
广东,kepaqijinkou,B
广西,kepaqijinkou,B
海南,kepaqijinkou,B
四川,kepaqijinkou,B
贵州,kepaqijinkou,B
云南,kepaqijinkou,B
西藏,kepaqijinkou,B
陕西,kepaqijinkou,B
甘肃,kepaqijinkou,B
宁夏,kepaqijinkou,B
青海,kepaqijinkou,B
新疆,kepaqijinkou,B
香港,kepaqijinkou,C
澳门,kepaqijinkou,C
台湾,kepaqijinkou,C
北京,bijiasuo,B
上海,bijiasuo,B
天津,bijiasuo,B
重庆,bijiasuo,B
河北,bijiasuo,B
山西,bijiasuo,C
内蒙古,bijiasuo,B
辽宁,bijiasuo,B
吉林,bijiasuo,C
黑龙江,bijiasuo,B
江苏,bijiasuo,B
浙江,bijiasuo,B
安徽,bijiasuo,B
福建,bijiasuo,B
江西,bijiasuo,B
山东,bijiasuo,B
河南,bijiasuo,B
湖北,bijiasuo,B
湖南,bijiasuo,B
广东,bijiasuo,B
广西,bijiasuo,B
海南,bijiasuo,C
四川,bijiasuo,B
贵州,bijiasuo,B
云南,bijiasuo,B
西藏,bijiasuo,C
陕西,bijiasuo,C
甘肃,bijiasuo,C
宁夏,bijiasuo,B
青海,bijiasuo,C
新疆,bijiasuo,C
香港,bijiasuo,C
澳门,bijiasuo,C
台湾,bijiasuo,C
北京,yingfeinidiqx,B
上海,yingfeinidiqx,B
天津,yingfeinidiqx,B
重庆,yingfeinidiqx,B
河北,yingfeinidiqx,C
山西,yingfeinidiqx,B
内蒙古,yingfeinidiqx,B
辽宁,yingfeinidiqx,B
吉林,yingfeinidiqx,B
黑龙江,yingfeinidiqx,B
江苏,yingfeinidiqx,C
浙江,yingfeinidiqx,C
安徽,yingfeinidiqx,B
福建,yingfeinidiqx,C
江西,yingfeinidiqx,C
山东,yingfeinidiqx,B
河南,yingfeinidiqx,B
湖北,yingfeinidiqx,C
湖南,yingfeinidiqx,C
广东,yingfeinidiqx,C
广西,yingfeinidiqx,C
海南,yingfeinidiqx,C
四川,yingfeinidiqx,B
贵州,yingfeinidiqx,C
云南,yingfeinidiqx,C
西藏,yingfeinidiqx,C
陕西,yingfeinidiqx,B
甘肃,yingfeinidiqx,C
宁夏,yingfeinidiqx,C
青海,yingfeinidiqx,B
新疆,yingfeinidiqx,B
香港,yingfeinidiqx,C
澳门,yingfeinidiqx,C
台湾,yingfeinidiqx,C
北京,duling,C
上海,duling,B
天津,duling,B
重庆,duling,C
河北,duling,C
山西,duling,B
内蒙古,duling,C
辽宁,duling,C
吉林,duling,C
黑龙江,duling,C
江苏,duling,B
浙江,duling,C
安徽,duling,B
福建,duling,C
江西,duling,B
山东,duling,C
河南,duling,C
湖北,duling,B
湖南,duling,B
广东,duling,C
广西,duling,C
海南,duling,C
四川,duling,C
贵州,duling,B
云南,duling,B
西藏,duling,C
陕西,duling,B
甘肃,duling,C
宁夏,duling,C
青海,duling,C
新疆,duling,C
香港,duling,C
澳门,duling,C
台湾,duling,C
北京,deyi,C
上海,deyi,B
天津,deyi,B
重庆,deyi,C
河北,deyi,C
山西,deyi,B
内蒙古,deyi,C
辽宁,deyi,C
吉林,deyi,C
黑龙江,deyi,C
江苏,deyi,B
浙江,deyi,C
安徽,deyi,C
福建,deyi,C
江西,deyi,B
山东,deyi,B
河南,deyi,C
湖北,deyi,B
湖南,deyi,B
广东,deyi,C
广西,deyi,C
海南,deyi,B
四川,deyi,C
贵州,deyi,C
云南,deyi,C
西藏,deyi,C
陕西,deyi,C
甘肃,deyi,C
宁夏,deyi,C
青海,deyi,C
新疆,deyi,C
香港,deyi,C
澳门,deyi,C
台湾,deyi,C
北京,zhonghuah530,B
上海,zhonghuah530,B
天津,zhonghuah530,B
重庆,zhonghuah530,B
河北,zhonghuah530,B
山西,zhonghuah530,B
内蒙古,zhonghuah530,B
辽宁,zhonghuah530,B
吉林,zhonghuah530,B
黑龙江,zhonghuah530,B
江苏,zhonghuah530,B
浙江,zhonghuah530,B
安徽,zhonghuah530,B
福建,zhonghuah530,C
江西,zhonghuah530,B
山东,zhonghuah530,B
河南,zhonghuah530,B
湖北,zhonghuah530,B
湖南,zhonghuah530,B
广东,zhonghuah530,B
广西,zhonghuah530,B
海南,zhonghuah530,B
四川,zhonghuah530,B
贵州,zhonghuah530,B
云南,zhonghuah530,B
西藏,zhonghuah530,C
陕西,zhonghuah530,B
甘肃,zhonghuah530,B
宁夏,zhonghuah530,B
青海,zhonghuah530,B
新疆,zhonghuah530,B
香港,zhonghuah530,C
澳门,zhonghuah530,C
台湾,zhonghuah530,C
北京,qijiana9,C
上海,qijiana9,C
天津,qijiana9,C
重庆,qijiana9,C
河北,qijiana9,B
山西,qijiana9,C
内蒙古,qijiana9,B
辽宁,qijiana9,C
吉林,qijiana9,B
黑龙江,qijiana9,C
江苏,qijiana9,C
浙江,qijiana9,C
安徽,qijiana9,C
福建,qijiana9,B
江西,qijiana9,B
